,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
454147,207 S CLINTON ST,39.289704,-76.570188,6299B053,01/07/2004,rough in water and drain line for 2 tubs  3 toilets  3 sinks  1 kit sink  1 laundry tub  1 sewage pump  run gas line for furnace stove dryer. hot water heater.,"['rough', 'water', 'drain', 'line', 'tubs', 'toilets', 'sinks', 'kit', 'sink', 'laundry', 'tub', 'sewage', 'pump', 'run', 'gas', 'line', 'furnace', 'stove', 'dryer', 'hot', 'water', 'heater']",5500.0,203700.0,2004
454139,1310 HULL ST,39.271275,-76.59243,2003B014,01/07/2004,rough in water and drain lines for 3 tubs  4 toilets  4 sinks  1 kit sink  1 washer hookup  1 sewage pump  run gas line for furnace  stove dryer and hot water heater.,"['rough', 'water', 'drain', 'lines', 'tubs', 'toilets', 'sinks', 'kit', 'sink', 'washer', 'hookup', 'sewage', 'pump', 'run', 'gas', 'line', 'furnace', 'stove', 'dryer', 'hot', 'water', 'heater']",7000.0,411800.0,2004
103865,2337 MADISON AVE,39.312392,-76.637625,3424057,07/23/2004,to replace domestic water system with new  piping  plumbing fixtures  sanitary system  gas piping system  (1) washer box  (1) water closet with sewage injector  (1) kitchen  (1) toilet  (1) lavatory  (1) ice naker  2nd floor (3) piece bathroom and (4) piece bathroom group.,"['replace', 'domestic', 'water', 'system', 'piping', 'plumbing', 'fixtures', 'sanitary', 'system', 'gas', 'piping', 'system', 'washer', 'box', 'water', 'closet', 'sewage', 'injector', 'kitchen', 'toilet', 'lavatory', 'ice', 'naker', '2nd', 'floor', 'piece', 'bathroom', 'piece', 'bathroom', 'group']",6500.0,344800.0,2004
467799,726 S BETHEL ST,39.282736,-76.594284,1811081,07/21/2004,install new water service from meter to house connection main stop valve  also install new floor drains 2 and pipes install 1-hot water heater  also 1 sump pump installed reconstruct new sewage line incellar,"['install', 'water', 'service', 'meter', 'house', 'connection', 'main', 'stop', 'valve', 'also', 'install', 'floor', 'drains', 'pipes', 'install', '1-hot', 'water', 'heater', 'also', 'sump', 'pump', 'installed', 'reconstruct', 'sewage', 'line', 'incellar']",500.0,135100.0,2004
471468,733 S ANN ST,39.282749,-76.591203,1846036,08/31/2004,repipe domestic h/ and c water line in cellar and to all outlet new fixture to be installed. all fixtures are to remain the same. sewage lines repipe vents to code in house only. gas line to cellar only main of lies. water flood damage to house,"['repipe', 'domestic', 'h/', 'c', 'water', 'line', 'cellar', 'outlet', 'fixture', 'installed', 'fixtures', 'remain', 'sewage', 'lines', 'repipe', 'vents', 'house', 'gas', 'line', 'cellar', 'main', 'lies', 'water', 'flood', 'damage', 'house']",2000.0,470100.0,2004
476716,1649 BELT ST,39.270938,-76.605747,1941073,11/03/2004,interior demo  non structural.rehab fo 1649 belt st. to include new concrete in basement  refinishing of existing floors  new drywall  paint and trim with vanities. all work discribed on plans no 2004-0030 windows and exterior to be refurnished.plumber and gas fitter with hvac to provide and install new central heating and air conditioning and (7) fixtures plumbing. hook to existing water gas and sewage.,"['interior', 'demo', 'non', 'structural.rehab', 'fo', 'belt', 'st.', 'include', 'concrete', 'basement', 'refinishing', 'existing', 'floors', 'drywall', 'paint', 'trim', 'vanities', 'discribed', 'plans', '2004-0030', 'windows', 'exterior', 'refurnished.plumber', 'gas', 'fitter', 'hvac', 'provide', 'install', 'central', 'heating', 'air', 'conditioning', 'fixtures', 'plumbing', 'hook', 'existing', 'water', 'gas', 'sewage']",46400.0,98200.0,2004
469790,3012 O'DONNELL ST,39.280421,-76.573505,1885014,07/30/2004,install water  waste  vents and gas pipe to following  4 toilets  4 lavs  3 bath tubs  1 kitchen sink  2 wall hydrants  1 sewage ejector  1 gas range  1 furnace and 1 hot water heater.,"['install', 'water', 'waste', 'vents', 'gas', 'pipe', 'following', 'toilets', 'lavs', 'bath', 'tubs', 'kitchen', 'sink', 'wall', 'hydrants', 'sewage', 'ejector', 'gas', 'range', 'furnace', 'hot', 'water', 'heater']",6000.0,360700.0,2004
479465,435 S ROBINSON ST,39.286723,-76.572276,1779062,11/30/2004,reconstruct two bathrooms   install two showers   one tub   one kitchen sink  two toielts   two faucets  one gas furnace  one gas range  one  electric water heater   one sewage ejector pump.,"['reconstruct', 'two', 'bathrooms', 'install', 'two', 'showers', 'one', 'tub', 'one', 'kitchen', 'sink', 'two', 'toielts', 'two', 'faucets', 'one', 'gas', 'furnace', 'one', 'gas', 'range', 'one', 'electric', 'water', 'heater', 'one', 'sewage', 'ejector', 'pump']",6000.0,265800.0,2004
471610,114 W OSTEND ST,39.274657,-76.616292,0963051,08/24/2004,install 4 water closets  4 lav  2 tuvs  1 shower stall 1 kit sink  1 garbage disposal  1 washing machine hook up  3 outside hose bibbs  1 sewage ejector pump  1 sump pump  1 wet bar. reconstruct water and sewage.,"['install', 'water', 'closets', 'lav', 'tuvs', 'shower', 'stall', 'kit', 'sink', 'garbage', 'disposal', 'washing', 'machine', 'hook', 'outside', 'hose', 'bibbs', 'sewage', 'ejector', 'pump', 'sump', 'pump', 'wet', 'bar', 'reconstruct', 'water', 'sewage']",4500.0,365500.0,2004
480617,5319 BARBARA AVE,39.331775,-76.546511,5953G010F,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,236033.0,2004
480755,5317 BARBARA AVE,39.331766,-76.546529,5953G010E,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,235933.0,2004
480302,5321 BARBARA AVE,39.331783,-76.546492,5953G010G,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,237833.0,2004
480224,4801 FRANKFORD AVE,39.332404,-76.545443,5953G010H,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,202767.0,2004
480135,5315 BARBARA AVE,39.331918,-76.546198,5953G010D,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,246733.0,2004
480087,1608 E CLEMENT ST,39.269786,-76.591323,2005049,12/22/2004,install new plumbing fixtures to outlets  total (12)  ground work  drains vents  domestic h&c lines. h/c lines to outlets  water service and sewage hook ups.gas line to each units and hook up furnace range dryer  3 units.,"['install', 'plumbing', 'fixtures', 'outlets', 'total', 'ground', 'drains', 'vents', 'domestic', 'h', 'c', 'lines', 'h/c', 'lines', 'outlets', 'water', 'service', 'sewage', 'hook', 'ups.gas', 'line', 'units', 'hook', 'furnace', 'range', 'dryer', 'units']",5000.0,188400.0,2004
480019,641 S STREEPER ST,39.284436,-76.576421,1842066,12/17/2004,install  14 plumbing fixtures  reconstruct water & waste. new drains vents domestic  he/c water lines in house  sewage ejector pump . install stove  furnace  gas dryer  h/ water  heater,"['install', 'plumbing', 'fixtures', 'reconstruct', 'water', 'waste', 'drains', 'vents', 'domestic', 'he/c', 'water', 'lines', 'house', 'sewage', 'ejector', 'pump', 'install', 'stove', 'furnace', 'gas', 'dryer', 'h/', 'water', 'heater']",5000.0,318600.0,2004
479934,4803 FRANKFORD AVE,39.332287,-76.545199,5953G010I,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,237300.0,2004
479865,4805 FRANKFORD AVE,39.332109,-76.544846,5953G010J,12/16/2004,install sewage pipe from building drain to public sewer.,"['install', 'sewage', 'pipe', 'building', 'drain', 'public', 'sewer']",500.0,214433.0,2004
479132,1500 BATTERY AVE,39.272585,-76.60917,1009027,12/08/2004,installing new drain lines and water lines throughout residence. installing one kitchen  one laundry room  3 1/2 bathrooms. installing sewage ejection pump for bathroom and laundry room in basement. installing one sump pump and drain tile. installing gas line to 3 units. stove  furnace  water heater. total fixtures. 15,"['installing', 'drain', 'lines', 'water', 'lines', 'throughout', 'residence', 'installing', 'one', 'kitchen', 'one', 'laundry', 'room', '1/2', 'bathrooms', 'installing', 'sewage', 'ejection', 'pump', 'bathroom', 'laundry', 'room', 'basement', 'installing', 'one', 'sump', 'pump', 'drain', 'tile', 'installing', 'gas', 'line', 'units', 'stove', 'furnace', 'water', 'heater', 'total', 'fixtures']",10500.0,418600.0,2004
478717,1617 MARSHALL ST,39.271052,-76.612422,1015092,11/23/2004,installing new drain line and water lines throughout residence. installing one kitchen  one laundry room  2 1/2 bathrooms.installing gas line to (3) units: stove  furnace  gas logs water heater is electric.installing sewage ejection pump and sump pump  total (14).,"['installing', 'drain', 'line', 'water', 'lines', 'throughout', 'residence', 'installing', 'one', 'kitchen', 'one', 'laundry', 'room', '1/2', 'bathrooms.installing', 'gas', 'line', 'units', 'stove', 'furnace', 'gas', 'logs', 'water', 'heater', 'electric.installing', 'sewage', 'ejection', 'pump', 'sump', 'pump', 'total']",6500.0,236800.0,2004
478057,6 W BARNEY ST,39.269459,-76.61435,1021061,11/15/2004,new sewage and water line inside of building. one kitchen sink  dishwasher  washer box  two new toilets  one vanity  one ped sink  one shower stall and one tub and shower.gas to one furnace  one 40 gallonw heater  one stove  dryer 1 inches gas main.,"['sewage', 'water', 'line', 'inside', 'building', 'one', 'kitchen', 'sink', 'dishwasher', 'washer', 'box', 'two', 'toilets', 'one', 'vanity', 'one', 'ped', 'sink', 'one', 'shower', 'stall', 'one', 'tub', 'shower.gas', 'one', 'furnace', 'one', 'gallonw', 'heater', 'one', 'stove', 'dryer', 'inches', 'gas', 'main']",5000.0,258500.0,2004
476766,269 S EAST AVE,39.288697,-76.571671,6293035,11/01/2004,install 2 toilets  2 lavs  1 kit sink  1 shower  1 bathtub  1 sewage ejector  1 dishwasher  install new gas line to range and furnace,"['install', 'toilets', 'lavs', 'kit', 'sink', 'shower', 'bathtub', 'sewage', 'ejector', 'dishwasher', 'install', 'gas', 'line', 'range', 'furnace']",5000.0,221167.0,2004
475906,600 WYETH ST,39.282014,-76.629535,0856A037,10/27/2004,installing new drain lines and water lines throughout residence  1-kitchen  1- laundry room  3 1/2 bathrooms  gas line to 3 units  stove  furance  water heater.  sewage ejection pump & sump pump - total fixtures 15,"['installing', 'drain', 'lines', 'water', 'lines', 'throughout', 'residence', '1-kitchen', '1-', 'laundry', 'room', '1/2', 'bathrooms', 'gas', 'line', 'units', 'stove', 'furance', 'water', 'heater', 'sewage', 'ejection', 'pump', 'sump', 'pump', 'total', 'fixtures']",7500.0,179700.0,2004
475661,14 E LAFAYETTE AVE,39.309827,-76.615534,0389046,10/18/2004,plumbing install  new drains and water to all outlets  vents staks. gas furnace stove 50 gal h/w  heater. install one sewage ejector to code in cellar need 150 c.h.f to 200 c.h.f meter.,"['plumbing', 'install', 'drains', 'water', 'outlets', 'vents', 'staks', 'gas', 'furnace', 'stove', 'gal', 'h/w', 'heater', 'install', 'one', 'sewage', 'ejector', 'cellar', 'need', 'c.h.f', 'c.h.f', 'meter']",5300.0,312467.0,2004
474143,1401 WEBSTER ST,39.27321,-76.60371,2011041,10/13/2004,installing new drain lines and water lines throughout residence  1-kitchen  1-laundry room  3-bathrooms  gas lines to 3 fixtures  stove  furnace & water heater  sewage ejection pump.  total fixtures 14,"['installing', 'drain', 'lines', 'water', 'lines', 'throughout', 'residence', '1-kitchen', '1-laundry', 'room', '3-bathrooms', 'gas', 'lines', 'fixtures', 'stove', 'furnace', 'water', 'heater', 'sewage', 'ejection', 'pump', 'total', 'fixtures']",6500.0,271900.0,2004
472669,207 N KENWOOD AVE,39.295134,-76.57779,1694004,08/30/2004,install new interior domestic water line and sanitary piping and fixtures where needed. to install sewage enjector in basement and 1 toilet and 1 lav,"['install', 'interior', 'domestic', 'water', 'line', 'sanitary', 'piping', 'fixtures', 'needed', 'install', 'sewage', 'enjector', 'basement', 'toilet', 'lav']",3000.0,160000.0,2004
472249,1445 LIGHT ST,39.273105,-76.611798,0997007,09/02/2004,install eight plumbing fixtures  new drains sewage line and vents. also domestic water h/c outlets to all fixtures. run gas line to these units  h/w heater  furnace and dryer  totaling two units.,"['install', 'eight', 'plumbing', 'fixtures', 'drains', 'sewage', 'line', 'vents', 'also', 'domestic', 'water', 'h/c', 'outlets', 'fixtures', 'run', 'gas', 'line', 'units', 'h/w', 'heater', 'furnace', 'dryer', 'totaling', 'two', 'units']",5000.0,110200.0,2004
438877,702 S PORT ST,39.283681,-76.58202,1854077,04/29/2003,install 13 new plumbing fixtues  new water and sewage connection  1 electric water htr.,"['install', 'plumbing', 'fixtues', 'water', 'sewage', 'connection', 'electric', 'water', 'htr']",5000.0,235000.0,2003
76781,1201 HULL ST,39.272658,-76.591634,1989011,06/06/2003,install 3-plumbing fixtures  1 sewage ejector pump  alterations to copper water pipe,"['install', '3-plumbing', 'fixtures', 'sewage', 'ejector', 'pump', 'alterations', 'copper', 'water', 'pipe']",3000.0,382500.0,2003
84209,1415 RACE ST,39.273007,-76.616926,0992046,10/09/2003,install drain tile and sump pit  install sewage pit and rough in basement for bathroom   before concrete pour   reconstruct water and sanitary.,"['install', 'drain', 'tile', 'sump', 'pit', 'install', 'sewage', 'pit', 'rough', 'basement', 'bathroom', 'concrete', 'pour', 'reconstruct', 'water', 'sanitary']",2000.0,200000.0,2003
433077,2505 TANEY ROAD,39.36712,-76.680249,4396014A,01/16/2003,rough in 1- 3 peice bath in basement  1- sewage ejector  tile in modular and sanitary and water to existing sewer and water supply. install 1- outside hose bib.,"['rough', '1-', 'peice', 'bath', 'basement', '1-', 'sewage', 'ejector', 'tile', 'modular', 'sanitary', 'water', 'existing', 'sewer', 'water', 'supply', 'install', '1-', 'outside', 'hose', 'bib']",1000.0,369967.0,2003
433826,1240 RIVERSIDE AVE,39.275577,-76.608769,1923020,01/24/2003,rough in water and drain lines for 2-tubs  3-toilets  3-sinks  1-kit sink  1-washer hook up  1- sewage pit and pump  1-sump pump. run gas line for furnace stove dryer hot water heater.,"['rough', 'water', 'drain', 'lines', '2-tubs', '3-toilets', '3-sinks', '1-kit', 'sink', '1-washer', 'hook', '1-', 'sewage', 'pit', 'pump', '1-sump', 'pump', 'run', 'gas', 'line', 'furnace', 'stove', 'dryer', 'hot', 'water', 'heater']",5000.0,301500.0,2003
436966,1240 GLYNDON AVE,39.282272,-76.636122,0266B021,03/24/2003,loan-grant rehab as per loan grant specs. remove exist furance and repl with 100 000 btu gas furance  to exist ductwork. repl under fl waste line  at 2nd fl bath  install s/b kit sink  with faucet  repl drain and supplies and valves  remove and repl pressure relief valve with extension tub  rear exterior sewage main wye  install new cap  8 hardwire smoke detectors  battery backup  4 new duplex recepts  at 2nd fl  1 new duplex recept at bsment  upgrade serving ground at bsmt,"['loan-grant', 'rehab', 'loan', 'grant', 'specs', 'remove', 'exist', 'furance', 'repl', 'btu', 'gas', 'furance', 'exist', 'ductwork', 'repl', 'fl', 'waste', 'line', '2nd', 'fl', 'bath', 'install', 's/b', 'kit', 'sink', 'faucet', 'repl', 'drain', 'supplies', 'valves', 'remove', 'repl', 'pressure', 'relief', 'valve', 'extension', 'tub', 'rear', 'exterior', 'sewage', 'main', 'wye', 'install', 'cap', 'hardwire', 'smoke', 'detectors', 'battery', 'backup', 'duplex', 'recepts', '2nd', 'fl', 'duplex', 'recept', 'bsment', 'upgrade', 'serving', 'ground', 'bsmt']",20320.0,47100.0,2003
448856,1452 HULL ST,39.269371,-76.593536,2019B011,10/07/2003,rough in water and drain lines for 3  tubs   3  toilets   3  sinks   one  kitchen sink  one laundry tub  one washer hook up   one sewage ejector pit.  run gas for furnace   stove   dryon hot water heater  smp pump and drain  tile.,"['rough', 'water', 'drain', 'lines', 'tubs', 'toilets', 'sinks', 'one', 'kitchen', 'sink', 'one', 'laundry', 'tub', 'one', 'washer', 'hook', 'one', 'sewage', 'ejector', 'pit', 'run', 'gas', 'furnace', 'stove', 'dryon', 'hot', 'water', 'heater', 'smp', 'pump', 'drain', 'tile']",7000.0,428600.0,2003
443892,2911 WATERVIEW AVE,39.257616,-76.632558,7611007,10/15/2003,pumping station facility. renovation of the westport sewage pumping station  sanitary contract 794. replacement of the influent slide gates and mechanical bar screen. salvage and replacement of the main sewage pumps and the associated accessories; replacement of the motor control center and lighting fixtures; salvage and replacement of the emergency diesel generator set; replacement of the main instrumentation  control panel and plc systemfees paid by journal entry,"['pumping', 'station', 'facility', 'renovation', 'westport', 'sewage', 'pumping', 'station', 'sanitary', 'contract', '794.', 'replacement', 'influent', 'slide', 'gates', 'mechanical', 'bar', 'screen', 'salvage', 'replacement', 'main', 'sewage', 'pumps', 'associated', 'accessories', 'replacement', 'motor', 'control', 'center', 'lighting', 'fixtures', 'salvage', 'replacement', 'emergency', 'diesel', 'generator', 'set', 'replacement', 'main', 'instrumentation', 'control', 'panel', 'plc', 'systemfees', 'paid', 'journal', 'entry']",1558000.0,183200.0,2003
